name,C,threshold,val_best_cost,cost,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
simple_lr_demo_untuned,1.0,0.5,,129030.0,0.6900584795321637,0.31466666666666665,0.43223443223443225,0.9717527893333335,0.5811554701201526,15572,53,257,118
diffusion_augmented_lr_target1200,0.2,0.49,11640.0,19680.0,0.34316617502458213,0.9306666666666666,0.5014367816091954,0.9782384639999998,0.577455571365255,14957,668,26,349
